Material Cost (R),Material Charges (R),Asset ID,Install Date,Asset MFG Date,In Service?,Model Number,Model Number MFG,Manufacturer ID
0,0,MX2107804,5/15/2023,10/2/2019,TRUE,PROGRESSA,P7500,HILL-ROM
292.26,336.1,20740,9/27/2022,,TRUE,BARI10A,BARI10A,JOERNS
253.26,291.25,136797,1/24/2019,10/26/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176799,4/8/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,30213,2/28/2023,,TRUE,S3,3005S3EX,Stryker
0,0,125450,11/18/2016,2/1/1995,TRUE,RENAISSANCE,1711,Stryker
0,0,32677,9/21/2022,,TRUE,BIG WHEEL,1115,Stryker
37.23,37.23,EE98475,5/16/2019,,TRUE,PRIME,1125,Stryker
0,0,VASA STRETCHER NO ID,2/18/2022,,TRUE,,,
0,0,136879,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,MX2213655,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,176886,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,176894,4/12/2022 5:18,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,MX1771307,11/5/2019,,TRUE,1000,P1160B,HILL-ROM
299.3,299.3,MX2054812,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,123024,11/21/2016,,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,MX2541552,5/26/2022,6/1/2021,TRUE,ZOOM,1125-000-000E,Stryker
388.86,355.61,EE45816,10/22/2015,,TRUE,PROGRESSA,P7500A000131,HILL-ROM
500.27,625.34,136894,1/29/2019,9/22/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,16628,9/19/2022,4/1/2012,TRUE,S3,3005,Stryker
0,0,176796,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
349.16,436.45,MX2214826,4/10/2023,3/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,MX425570,11/1/2019,,TRUE,1000,P1160B,HILL-ROM
233.18,271.79,EE96492,5/17/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,MX2051287,12/4/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,125421,11/16/2016,9/1/2009,TRUE,M-SERIES,1015,Stryker
335.32,399.84,19551,9/18/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,32443,3/15/2023,1/1/2022,TRUE,PROCUITY ICU,3.009E+11,Stryker
800.26,848.85,MX1928282,6/4/2020,10/4/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
606.09,697,MX2107818,5/15/2023,5/7/2020,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,1110001180,4/5/2019,,TRUE,BARI 10A,BARI 10A,JOERNS
0,0,MX1993223,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2585018,11/18/2021,9/7/2021,TRUE,Centrella,CNT-355,HILL-ROM
79.18,91.06,11561,12/29/2022,,TRUE,INTOUCH,2130,Stryker
0,0,124440,10/23/2019,,TRUE,ADVANTA 2,P1190,HILL-ROM
0,0,EE144739VASD,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE150097,7/24/2019,4/1/2015,TRUE,S3,3005S3EX,Stryker
1987.93,2286.12,EE169384,1/24/2018,1/1/2000,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,MX1675783,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1992924,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,128436,11/16/2016,9/1/2009,TRUE,M-SERIES,1015,Stryker
1060.52,1060.52,111216,8/24/2018,,TRUE,TOTALCARE,P1900P006976,HILL-ROM
0,0,138483,10/29/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,136910,1/30/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,EE192022,7/26/2023,,TRUE,OOK SNOW,FL36,Umano
780.23,897.27,MX1645524,5/13/2019,9/21/2017,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX1992928,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
537.16,617.73,MX2039413,12/7/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
26.42,30.39,32665,11/15/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,EE103869,11/11/2015,1/1/2013,TRUE,S3,3005S3EX,Stryker
31.68,39.6,EE107270,3/11/2020,1/31/2011,TRUE,VERSACARE,P3200J000293,HILL-ROM
0,0,EE145081,2/14/2024,,TRUE,Procuity,,Stryker
320.85,368.98,EE170573,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191270,1/5/2021,9/3/2020,TRUE,CENTRELLA,P7900,HILL-ROM
243.55,283.87,19545,11/18/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,138477,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,EE145505,2/14/2024,,TRUE,Procuity ZMX,,Stryker
0,0,131037,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,131049,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,MX1993189,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
785.96,918.87,MX2052559,1/31/2020,12/19/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
174.42,200.58,MX2054929,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
151,173.65,MX2584070,12/2/2021,9/1/2021,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,136795,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,17905,9/16/2022,11/1/2013,TRUE,S3,3005,Stryker
0,0,MX1776438,12/11/2019,6/1/2018,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1928333,11/5/2019,,TRUE,1000,P1160B,HILL-ROM
62.56,62.56,113057,11/30/2016,,TRUE,GLIDEAWAY,1115,Stryker
624.77,638.7,125531,11/21/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
227.26,261.35,154412,10/31/2022,7/1/2019,TRUE,ZOOM,1125,Stryker
0,0,32627,9/9/2022,,TRUE,PRIME ZOOM,1125-000-000E,Stryker
49.86,57.32,92874,11/1/2019,9/1/2008,TRUE,M-SERIES,1015,Stryker
0,0,MX1811919,5/13/2019,7/12/2018,TRUE,VERSACARE,P3200,HILL-ROM
27.93,34.91,MX2051293,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2054805,12/3/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,EE144599,2/14/2024,,TRUE,Procuity,,Stryker
743.25,854.74,EE170611,7/25/2019,1/1/2012,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE172580,7/25/2019,,TRUE,GO BED II,FL28,Stryker
0,0,EE191917,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,M045AE1935,7/16/2019,,TRUE,VERSACARE,P3200,HILL-ROM
0,0,8018,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,131039,2/27/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136865,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176836,4/12/2022 7:31,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,29728,11/14/2022,,TRUE,S3,3005S3EX,Stryker
0,0,MX2219985,9/29/2022,7/1/2020,TRUE,,,Stryker
9.26,10.65,MX2220007,9/29/2022,7/1/2020,TRUE,ZOOM,1125,Stryker
42.96,49.41,MX2254707,3/10/2021,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
138.84,159.67,136766,1/23/2019,,TRUE,AFFINITY 4,P3700E000010,HILL-ROM
0,0,131012,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,131411,1/16/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,EE107273,5/13/2019,2/3/2011,TRUE,VERSACARE,P3200J000293,HILL-ROM
0,0,EE191254,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
36.42,45.53,MX2214804,5/24/2023,7/1/2020,TRUE,,,Stryker
104.92,110.37,136895,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,17907,3/6/2023,11/1/2013,TRUE,S3,3005,Stryker
0,0,125504,11/30/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,125759,2/11/2021,,TRUE,K516-001,K516-001,MIDMARK
10.47,13.09,29331,11/6/2022,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
10,11.5,29931,11/6/2022,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
1.23,1.23,EE123651,7/8/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
454.17,469.9,EE123656,10/2/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
0,0,EE72676,8/14/2023,6/9/2022,TRUE,CENTRELLA,P7900B200468,HILL-ROM
0,0,MX1669615,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX2052596,1/31/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,090875,11/20/2020,1/1/2000,TRUE,TOTAL LIFT,90600,WY EAST
0,0,07615,9/21/2022,,TRUE,TOTALCARE,1900D003515,HILL-ROM
0,0,176847,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,119248,11/9/2016,10/1/2013,TRUE,STRETCHER CHAIR,5050,Stryker
478.24,549.98,MX2220015,9/29/2022,7/1/2020,TRUE,,,Stryker
0,0,138486,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
229.92,264.41,EE94488,3/12/2021,,TRUE,INTOUCH,2141,Stryker
1588,3844.88,12720,9/16/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,72046,10/31/2019,1/1/2000,TRUE,TOTAL LIFT,90600,WY EAST
0,0,EE169769,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE192690,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,MX1645493,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1993171,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,13091,1/19/2023,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,130956,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
250.24,291.31,136794,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,136834,1/23/2019,10/30/2018,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,119459,11/30/2016,,TRUE,GYNNIE,1061,Stryker
0,0,138490,10/25/2019,,TRUE,TMM4,TMM4,TRANSMOTION
0,0,32621,9/9/2022,,TRUE,PRIME ZOOM,11252-000-000E,Stryker
0,0,EE145386,2/14/2024,,TRUE,Procuity ZMX,,Stryker
77.6,89.24,EE94490,3/13/2021,,TRUE,INTOUCH,2141,Stryker
319.62,367.56,136950,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
54.03,5.59,MX1645470,5/13/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
54.63,62.82,EE170264,5/30/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE172574,7/25/2019,,TRUE,GO BED II,FL28,Stryker
0,0,EE191927,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
77.98,89.68,EE65710,11/23/2020,9/30/2020,TRUE,CENTRELLA,P7900B100223,HILL-ROM
0,0,176896,4/12/2022 6:44,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,29793,11/14/2022,,TRUE,S3,3005,Stryker
0,0,EE115925,5/30/2023,3/19/2015,TRUE,VERSACARE,,HILL-ROM
0,0,EE123534,11/5/2014,11/1/2012,TRUE,S3,3005S3,Stryker
0,0,EE145264,2/14/2024,,TRUE,Procuity,,Stryker
0,0,119239,11/28/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
84.35,96.99,15572,9/18/2022,7/1/2011,TRUE,ZOOM,1125,Stryker
0,0,34632,7/25/2024,4/1/2024,TRUE,ZOOM,1125,Stryker
0,0,85299,10/28/2019,10/1/2007,TRUE,M-SERIES,1015,Stryker
236.52,272,MX2219987,9/29/2022,7/1/2020,TRUE,ZOOM,1125-000-000E,Stryker
889.61,889.61,136763,1/23/2019,,TRUE,AFFINITY 4,P3700E000010,HILL-ROM
4.01,4.61,MX1649236,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200k000122,HILL-ROM
0,0,MX2054806,2/18/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2054813,6/9/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,EE146976,7/24/2019,2/1/2015,TRUE,SECURE S3,3005S3EX,Stryker
0,0,EE169372,1/8/2018,1/1/2000,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE172588,7/25/2019,,TRUE,GO BED II,FL28,Stryker
0,0,EE191247,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
107.69,134.61,MX2406416,11/15/2019,,TRUE,SURGI,5E8,HAUSTED
0,0,176737,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE145162,2/14/2024,,TRUE,Procuity,,Stryker
320.69,320.69,131029,2/27/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
31.83,36.6,13149,9/15/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,EE103863,11/11/2015,1/1/2013,TRUE,S3,3005S3EX,Stryker
0,0,EE111403,11/5/2014,1/1/2011,TRUE,ULTRACARE XT,UCXT,JOERNS
608.43,608.43,MX2054810,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX2586431,12/2/2021,8/31/2021,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE124786,11/5/2014,1/1/2013,TRUE,SECURE S3,3005S3,Stryker
0,0,EE144740VASD,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE183320,1/5/2021,4/18/2020,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,K239AD4908,5/13/2019,8/27/2009,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX1700214,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
35.84,35.84,076883,11/15/2016,,TRUE,GYNNIE,1061,Stryker
0,0,136504,1/31/2019,1/1/2000,TRUE,MOBILECARE,FHC 1701,FUTURE HEALTH CONCEPTS
0,0,33033,4/13/2023,,TRUE,PROCUITY,3009,Stryker
48.9,56.24,EE45809,10/23/2015,9/30/2014,TRUE,PROGRESSA,P7500A000131,HILL-ROM
258.08,280.24,EE91680,3/12/2021,,TRUE,INTOUCH,2141,Stryker
835.21,900.2,MX1928272,9/16/2021,10/5/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,MX1666166,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX2054930,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900,HILL-ROM
85.86,98.74,EE169765,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
480.28,480.28,EE192012,10/29/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE192701,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE45636,10/22/2015,10/30/2014,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,13888,9/16/2022,3/1/2010,TRUE,S3,3002,Stryker
0,0,176743,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
54.26,54.26,EE107279,5/14/2019,2/3/2011,TRUE,VERSACARE,P3200,HILL-ROM
0,0,EE146975,2/9/2017,2/1/2015,TRUE,SECURE S3,3005S3EX,Stryker
175.9,176.26,125455,11/2/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,125486,11/16/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,19550,12/2/2022,4/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,MX2688142,9/9/2022,7/1/2020,TRUE,PRIME ZOOM,1125-000-000E,Stryker
1001.66,1111.91,EE151701,3/27/2018,9/9/2015,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,EE45682,10/23/2015,,TRUE,VERSACARE,P3200K000500,HILL-ROM
0,0,MX2214558,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,136940,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
0,0,EE152534,6/17/2022,10/1/2015,TRUE,S3,3005S3EX,Stryker
171.72,197.48,EE170256,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
625.03,764.45,19526,9/14/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,78540,10/22/2019,,TRUE,M-SERIES,1015,Stryker
0,0,8349,5/18/2016,,TRUE,LTC,P870000011,HILL-ROM
3949.79,687.91,12635,9/13/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,131428,1/10/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136935,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
0,0,EE96438,5/13/2019,9/4/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,MX1675786,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX2586441,11/18/2021,8/31/2021,TRUE,Centrella,CNT-355,HILL-ROM
0,0,EE144885VASD,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145322,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE170489,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191945,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
56.56,69.76,19475,11/6/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,8023,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,8034,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
239.12,274.99,12096,9/13/2022,6/1/2007,TRUE,SECURE,3002,Stryker
139.29,160.18,12641,9/19/2022,3/3/2008,TRUE,INTOUCH,2131/2141,Stryker
0,0,MX1993210,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX1993253,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2052610,1/31/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2055554,2/7/2020,1/14/2020,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX2585029,11/18/2021,,TRUE,,,HILL-ROM
0,0,EE35799,10/22/2015,,TRUE,VERSACARE,P3200J,HILL-ROM
0,0,MX1645469,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1669562,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1929412,9/19/2019,9/22/2008,TRUE,VERSACARE,P3200,HILL-ROM
0,0,MX1992975,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,EE144613,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE144887VASD,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145094,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145188,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE192671,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
113.03,129.99,13089,9/13/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,130964,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
134.27,167.84,131000,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,176819,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
555.59,555.59,78536,10/25/2019,,TRUE,M-SERIES,1015,Stryker
350.52,403.1,17756,9/17/2022,11/20/2013,TRUE,TOTALCARE,PR1900MM000017,HILL-ROM
0,0,EE145503,2/14/2024,,TRUE,Procuity ZMX,,Stryker
0,0,8056,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,EE75580,5/13/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,12087,10/25/2022,6/1/2007,TRUE,SECURE,3002,Stryker
0,0,MX2213704,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,29942,9/12/2022,7/1/2020,TRUE,GYNNIE,1061,Stryker
0,0,EE191923,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,MX1658712,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
764.86,879.59,MX2052541,1/31/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
402.7,502.79,131001,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,16625,11/21/2022,4/1/2012,TRUE,S3,3005S3,Stryker
0,0,176900,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE169386,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
222.34,386.79,EE183321,9/2/2022,4/18/2020,TRUE,CENTRELLA,P7900,HILL-ROM
14.47,14.47,125572,10/18/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
90.74,104.35,MX159318,5/8/2019,5/1/2015,TRUE,ZOOM,1125,Stryker
219.99,274.99,MX3385914,12/4/2023,10/1/2023,TRUE,ZOOM,1125-000-000E,Stryker
250.15,312.69,MX2107811,5/15/2023,10/11/2019,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,124441,1/22/2021,,TRUE,ADVANTA 2,P1190,HILL-ROM
822.67,1028.34,15023,3/29/2023,12/1/2010,TRUE,S3,3002,Stryker
117.26,146.58,MX2064044,3/3/2020,2/17/2020,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX210940,4/8/2019,,TRUE,SPIRIT SELECT,5700,Stryker
0,0,17910,11/15/2022,11/1/2013,TRUE,S3,3005,Stryker
0,0,29933,11/14/2022,,TRUE,S3,3005S3,Stryker
0,0,EE145314,2/14/2024,,TRUE,Procuity,,Stryker
646.58,698.22,EE170246,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
4199.22,5005,EE170576,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE183328,12/12/2022,,TRUE,CENTRELLA,P7900,HILL-ROM
43.02,53.78,107119,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
85.86,85.86,119274,11/21/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,141421,5/3/2022,9/1/2015,TRUE,BIG WHEEL,1115,Stryker
0,0,34638,7/25/2024,4/1/2024,TRUE,ZOOM,1125,Stryker
10.57,13.21,MX2541561,5/26/2022,6/1/2021,TRUE,ZOOM,1125,Stryker
0,0,158200,4/12/2022,4/18/2020,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE183016,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE35798,10/23/2015,,TRUE,VERSACARE,P3200J,HILL-ROM
0,0,MX1649234,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1992934,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2132605,6/18/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,176749,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,19860,9/11/2022,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
0,0,EE145201,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE146980,5/3/2017,2/1/2015,TRUE,SECURE S3,3005S3,Stryker
0,0,EE172594,7/25/2019,,TRUE,GO BED II,FL28,Stryker
5.24,6.03,19478,8/8/2023,3/1/2015,TRUE,ZOOM,1125,Stryker
0,0,MX2254705,3/10/2021,,TRUE,ZOOM,1125,Stryker
0,0,EE145379,2/14/2024,,TRUE,Procuity ZMX,,Stryker
859.46,992.02,MX2055561,12/7/2020,1/14/2020,TRUE,CENTRELLA,P7900,HILL-ROM
268.58,308.87,MX2584083,12/2/2021,9/2/2021,TRUE,Centrella,CNT-355,HILL-ROM
0,0,EE191257,6/15/2023,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX1678446,12/12/2019,11/1/2017,TRUE,,,Stryker
0,0,MX1678452,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1992953,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,032507,9/15/2022,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
344.6,396.29,131031,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
36.01,41.42,13164,10/14/2022,9/1/2008,TRUE,SECURE,3002,Stryker
35.66,41.01,136855,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,29934,9/17/2022,,TRUE,S3,3005,Stryker
0,0,076881,11/17/2016,,TRUE,Gynnie,1061,Stryker
0,0,8050,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
327.73,409.66,131026,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,131418,3/25/2021,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136896,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,15030,11/6/2022,12/1/2010,TRUE,S3,3002,Stryker
0,0,MX2039398,11/17/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2064034,3/3/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,EE145207,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE169773,6/17/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE170586,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
2159.65,2483.6,EE170599,7/25/2019,1/1/2012,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE192703,8/31/2022,,TRUE,OOK SNOOK,FL36,Umano
818.14,1011.62,15036,11/6/2022,12/1/2010,TRUE,S3,3002,Stryker
0,0,176815,4/12/2022 5:05,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,29730,9/13/2022,,TRUE,S3,3005,Stryker
0,0,86035,10/31/2019,,TRUE,EYE,1079,Stryker
648.66,746.43,MX159323,7/9/2019,5/1/2015,TRUE,ZOOM,1125,Stryker
0,0,131360,10/31/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
91.49,91.49,131399,10/30/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,EE183324,4/4/2023,,TRUE,CENTRELLA,P7900,HILL-ROM
32,36.8,EE87163,6/11/2020,9/19/2008,TRUE,VERSACARE,P3200G000203,HILL-ROM
0,0,MX425573,11/1/2019,,TRUE,1000,P1160B,HILL-ROM
0,0,MX2107824,5/15/2023,5/14/2020,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,032511,9/15/2022,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
0,0,136952,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
45.12,45.12,136959,1/30/2019,,TRUE,CENTRELLA,P7800B000011,HILL-ROM
