Asset ID,Install Date,WO Date,Work Order #,Material Cost,Material Charge,PO#,Model Number,Model Number MFG,Asset MFG Date,In Service?,Manufacturer Name
128427,11/9/2016,7/14/2021,25529,24.14,24.14,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
MX1649224,5/13/2019,7/15/2021,25535,1.02,1.02,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1929415,5/8/2019,7/15/2021,25536,2.5,2.5,,VERSACARE,P3200J000001,,TRUE,Hill-Rom
MX1929415,5/8/2019,7/15/2021,25536,54.26,54.26,,VERSACARE,P3200J000001,,TRUE,Hill-Rom
MX1929415,5/8/2019,7/15/2021,25536,584.46,584.46,,VERSACARE,P3200J000001,,TRUE,Hill-Rom
091343,11/30/2016,7/21/2021,25544,9.17,0,,GYNNIE,1061,,TRUE,Stryker
091343,11/30/2016,7/21/2021,25544,15.6,0,,GYNNIE,1061,,TRUE,Stryker
091343,11/30/2016,7/21/2021,25544,16.98,0,,GYNNIE,1061,,TRUE,Stryker
091343,11/30/2016,7/21/2021,25544,63.76,0,,GYNNIE,1061,,TRUE,Stryker
091343,11/30/2016,7/21/2021,25544,225.72,0,,GYNNIE,1061,,TRUE,Stryker
091346,11/1/2016,7/28/2021,25564,96.22,96.22,,GYNNIE,1061,11/1/2002,TRUE,Stryker
076838,8/24/2018,7/29/2021,25583,22.56,22.56,,TOTALCARE,P1900L006247,9/21/2007,TRUE,Hill-Rom
EE114352,5/16/2019,7/29/2021,25616,134.98,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
MX2052580,1/31/2020,8/2/2021,25648,54.26,54.26,,CENTRELLA,P7900B100242,12/9/2019,TRUE,Hill-Rom
EE96413,5/8/2019,8/5/2021,25664,45.12,45.12,,VERSACARE,P3200,8/27/2009,TRUE,Hill-Rom
EE96417,5/13/2019,8/5/2021,25665,45.12,45.12,,VERSACARE,P3200H000293,8/26/2009,TRUE,Hill-Rom
EE96413,5/8/2019,8/5/2021,25664,54.26,54.26,,VERSACARE,P3200,8/27/2009,TRUE,Hill-Rom
MX1716343,9/18/2019,8/5/2021,25666,196.16,196.16,,PROGRESSA,P7500A000936,9/2/2016,TRUE,Hill-Rom
MX1716343,9/18/2019,8/5/2021,25666,362.59,362.59,,PROGRESSA,P7500A000936,9/2/2016,TRUE,Hill-Rom
EE96417,5/13/2019,8/5/2021,25665,387.32,387.32,,VERSACARE,P3200H000293,8/26/2009,TRUE,Hill-Rom
130975,10/22/2019,8/11/2021,25682,6.9,6.9,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
124457,8/11/2021,8/11/2021,25683,388.55,446.83,,ADVANTA 2,,,TRUE,Hill-Rom
124457,8/11/2021,8/11/2021,25683,481.88,554.16,,ADVANTA 2,,,TRUE,Hill-Rom
EE191206,12/21/2020,8/12/2021,25695,28.03,28.03,,CENTRELLA,P7900,7/20/2020,TRUE,Hill-Rom
EE42425,5/20/2019,8/12/2021,25693,684.04,684.04,,RENAISSANCE,1711,,TRUE,Stryker
EE112087,11/5/2014,8/18/2021,25711,128,128,,TRI-FLEX II,TRI-FLEX II,,TRUE,Hill-Rom
MX1928266,9/11/2019,8/19/2021,25722,36.73,36.73,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1645500,5/14/2019,8/19/2021,25721,54.26,54.26,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
EE59755,5/20/2019,8/20/2021,25726,192.44,192.44,,ATLAS,660,,TRUE,Stryker
136772,1/23/2019,8/23/2021,25730,101.97,101.97,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
111208,7/2/2018,8/24/2021,25752,13.8,0,,TOTALCARE,P1900P006976,,TRUE,Hill-Rom
EE169783,7/24/2019,8/24/2021,25757,302.33,302.33,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
111208,7/2/2018,8/24/2021,25752,464.19,0,,TOTALCARE,P1900P006976,,TRUE,Hill-Rom
EE96497,5/14/2019,8/31/2021,25943,54.26,54.26,,VERSACARE,P3200H000293,9/4/2009,TRUE,Hill-Rom
123325,10/28/2019,9/1/2021,25953,2.42,2.78,,PRIME BIG WHEEL,1115,,TRUE,Stryker
123325,10/28/2019,9/1/2021,25953,14.93,14.93,,PRIME BIG WHEEL,1115,,TRUE,Stryker
EE169771,7/24/2019,9/3/2021,25963,54,0,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE107279,5/14/2019,9/9/2021,25983,54.26,54.26,,VERSACARE,P3200,2/3/2011,TRUE,Hill-Rom
MX1928272,9/16/2021,9/16/2021,26025,159.67,159.67,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928272,9/16/2021,9/16/2021,26025,242.33,242.33,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE151715,9/21/2017,9/17/2021,26080,17.68,0,,PROGRESSA,P7500,9/14/2015,TRUE,Hill-Rom
EE170595,7/25/2019,9/17/2021,26077,302.33,302.33,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
EE170602,7/25/2019,9/17/2021,26078,302.33,302.33,,EVOLUTION,EVOLUTION,1/1/2012,TRUE,SIZEWISE
EE170595,7/25/2019,9/17/2021,26077,1988.28,1988.28,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
131426,1/16/2020,9/28/2021,26305,98.91,113.75,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
EE96472,5/17/2019,9/29/2021,26310,45.12,45.12,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96472,5/17/2019,9/29/2021,26310,72.49,72.49,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
MX1928269,9/29/2021,9/29/2021,26309,77.42,77.42,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE96472,5/17/2019,9/29/2021,26310,163.17,163.17,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE91680,3/12/2021,10/5/2021,26334,10.4,10.4,,INTOUCH,2141,,TRUE,Stryker
EE91680,3/12/2021,10/5/2021,26334,99.98,99.98,,INTOUCH,2141,,TRUE,Stryker
MX1649230,5/14/2019,10/6/2021,26344,15.57,15.57,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
EE170577,7/25/2019,10/6/2021,26340,302.33,302.33,,EVOLUTION`,EVOLUTION,,TRUE,SIZEWISE
MX1649230,5/14/2019,10/6/2021,26344,341.52,341.52,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
107112,10/28/2019,10/12/2021,26450,27.11,31.18,,TRANSTAR,P8000,,TRUE,Hill-Rom
131340,10/29/2019,10/12/2021,26449,110.17,126.7,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131451,1/29/2020,10/20/2021,26463,344.6,396.29,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX1928273,3/1/2021,10/26/2021,26472,47.6,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928268,10/27/2021,10/27/2021,26478,156.48,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928268,10/27/2021,10/27/2021,26478,198.05,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
136868,1/29/2019,10/27/2021,26474,224.23,224.23,,CENTRELLA,P7900B,10/26/2018,TRUE,Hill-Rom
136839,1/23/2019,11/3/2021,27332,41.76,0,,CENTRELLA,P7900B000010,10/26/2018,TRUE,Hill-Rom
136839,1/23/2019,11/3/2021,27332,224.23,0,,CENTRELLA,P7900B000010,10/26/2018,TRUE,Hill-Rom
EE107245,5/14/2019,11/4/2021,27337,45.12,45.12,,VERSACARE,P3200J000293,1/17/2011,TRUE,Hill-Rom
EE107284,4/14/2020,11/16/2021,27375,54.26,54.26,,VERSACARE,P3200,1/18/2011,TRUE,Hill-Rom
125444,11/17/2016,11/17/2021,27380,927.02,0,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
MX2054929,12/4/2020,11/18/2021,27390,174.42,200.58,,CENTRELLA,P7900B100242,12/10/2019,TRUE,Hill-Rom
064826,8/24/2018,11/19/2021,27399,0.6,0.6,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
064826,8/24/2018,11/19/2021,27399,1.02,1.02,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
064826,8/24/2018,11/19/2021,27399,1.32,1.32,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
064826,8/24/2018,11/19/2021,27399,24.12,24.12,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
064826,8/24/2018,11/19/2021,27399,53.75,53.75,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
064826,8/24/2018,11/19/2021,27399,72.45,72.45,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
MX2586437,11/18/2021,11/22/2021,27404,54.26,0,,CENTRELLA,P7900B200453,8/31/2021,TRUE,Hill-Rom
131453,10/29/2019,11/30/2021,27499,14.14,16.26,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131007,10/22/2019,11/30/2021,27496,110.17,126.7,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131453,10/29/2019,11/30/2021,27499,159.03,182.89,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
131316,11/1/2019,11/30/2021,27498,353.37,406.38,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX2051283,12/4/2020,12/3/2021,27573,82.38,0,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX2051283,12/4/2020,12/3/2021,27573,233.48,0,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX2051283,12/4/2020,12/3/2021,27573,272.94,0,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
EE151713,7/24/2019,12/3/2021,27571,1063.62,0,,PROGRESSA,P7500,9/12/2015,TRUE,Hill-Rom
EE94493,3/13/2021,12/7/2021,27579,72.34,72.34,,INTOUCH,2141,,TRUE,Stryker
EE94493,3/13/2021,12/7/2021,27579,103.7,103.7,,INTOUCH,2141,,TRUE,Stryker
EE123645,6/14/2019,12/9/2021,27592,73.89,0,,ZOOM,1125,11/1/2013,TRUE,Stryker
EE123645,6/14/2019,12/9/2021,27592,84,0,,ZOOM,1125,11/1/2013,TRUE,Stryker
EE123645,6/14/2019,12/9/2021,27592,134.98,0,,ZOOM,1125,11/1/2013,TRUE,Stryker
92874,11/1/2019,12/10/2021,27598,14.94,17.16,,M-SERIES,1015,9/1/2008,TRUE,Stryker
92874,11/1/2019,12/10/2021,27598,34.92,40.16,,M-SERIES,1015,9/1/2008,TRUE,Stryker
MX1928256,12/14/2021,12/14/2021,27601,1.18,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928256,12/14/2021,12/14/2021,27601,11.96,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928256,12/14/2021,12/14/2021,27601,77.42,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928256,12/14/2021,12/14/2021,27601,156.48,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928256,12/14/2021,12/14/2021,27601,198.05,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
136978,1/30/2019,12/14/2021,27600,224.23,0,,CENTRELLA,P7900B000011,,TRUE,Hill-Rom
MX1928259,11/12/2019,12/16/2021,27603,54.26,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
EE114354,5/15/2019,12/23/2021,27619,170,0,,PRIME ZOOM,1125,4/1/2012,TRUE,Stryker
EE98495,5/13/2019,12/30/2021,27734,195.5,0,,ZOOM,1025,,TRUE,Stryker
EE97511,3/13/2021,1/7/2022,27790,313,313,,S3,3005,11/1/2015,TRUE,Stryker
131031,10/22/2019,1/11/2022,27792,344.6,396.29,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
MX1928277,1/12/2022,1/12/2022,27796,0.32,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928277,1/12/2022,1/12/2022,27796,3.36,3.86,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928277,1/12/2022,1/12/2022,27796,3.6,4.14,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928277,1/12/2022,1/12/2022,27796,3.81,4.38,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928277,1/12/2022,1/12/2022,27796,4.99,5.74,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE94486,3/13/2021,1/12/2022,27795,18.12,18.12,,INTOUCH,2141,,TRUE,Stryker
MX1928277,1/12/2022,1/12/2022,27796,53.33,61.33,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1822683,5/14/2019,1/12/2022,27797,54.26,0,,VERSACARE,P3200K000122,7/16/2018,TRUE,Hill-Rom
MX1928277,1/12/2022,1/12/2022,27796,69.34,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE91676,3/12/2021,1/12/2022,27793,72.34,72.34,,INTOUCH,2141,,TRUE,Stryker
EE94486,3/13/2021,1/12/2022,27795,74.8,86.02,,INTOUCH,2141,,TRUE,Stryker
MX1928277,1/12/2022,1/12/2022,27796,95.08,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE94486,3/13/2021,1/12/2022,27795,105.7,105.7,,INTOUCH,2141,,TRUE,Stryker
MX1928277,1/12/2022,1/12/2022,27796,161.17,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928277,1/12/2022,1/12/2022,27796,203.99,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928277,1/12/2022,1/12/2022,27796,444.26,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE170399,7/25/2019,1/13/2022,27800,302.33,302.33,,EVOLUTION,EVOLUTION,,TRUE,SIZEWISE
MX1822677,5/14/2019,1/20/2022,27829,54.26,0,,VERSACARE,P3200K000122,4/4/2018,TRUE,Hill-Rom
MX2054802,6/11/2020,1/27/2022,27886,15.57,0,,CENTRELLA,P7900B100242,,TRUE,Hill-Rom
MX1928258,10/28/2021,1/27/2022,27887,46.73,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1645470,5/13/2019,1/27/2022,27889,49.17,0,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX2052607,1/31/2020,1/27/2022,27884,54.26,0,,CENTRELLA,P7900B100242,12/9/2019,TRUE,Hill-Rom
MX2054802,6/11/2020,1/27/2022,27886,54.26,0,,CENTRELLA,P7900B100242,,TRUE,Hill-Rom
MX1928258,10/28/2021,1/27/2022,27887,446.16,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
EE114357,7/9/2019,2/3/2022,28095,1.23,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114358,7/9/2019,2/3/2022,28096,1.23,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
MX1928259,11/12/2019,2/3/2022,28098,3.44,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
MX1928274,9/13/2019,2/3/2022,28099,3.44,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE114357,7/9/2019,2/3/2022,28095,7.25,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114357,7/9/2019,2/3/2022,28095,9.85,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114357,7/9/2019,2/3/2022,28095,23.16,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114358,7/9/2019,2/3/2022,28096,24.78,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
MX1928259,11/12/2019,2/3/2022,28098,148.2,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
131021,10/22/2019,2/3/2022,28103,159.03,182.89,,ENTERPRISE,9800,11/1/2014,TRUE,Arjo Inc
MX2054828,12/4/2020,2/8/2022,28110,40.74,40.74,,CENTRELLA,P7900B100242,12/10/2019,TRUE,Hill-Rom
MX2052558,1/31/2020,2/10/2022,28130,15.57,0,,CENTRELLA,P7900B100242,12/19/2019,TRUE,Hill-Rom
MX2052558,1/31/2020,2/10/2022,28130,47.6,0,,CENTRELLA,P7900B100242,12/19/2019,TRUE,Hill-Rom
MX159310,7/9/2019,2/10/2022,28131,2706.73,2483.2,,ZOOM,1125,5/1/2015,TRUE,Stryker
MX159310,7/9/2019,2/10/2022,28131,2852.83,0,,ZOOM,1125,5/1/2015,TRUE,Stryker
EE123663,5/14/2019,2/14/2022,28192,1.23,0,,PRIME ZOOM,1125,11/1/2013,TRUE,Stryker
EE91675,3/12/2021,2/17/2022,28201,105.7,105.7,,INTOUCH,2141,,TRUE,Stryker
136813,1/23/2019,2/18/2022,28205,83.12,0,,CENTRELLA,P7900B00010,,TRUE,Hill-Rom
136813,1/23/2019,2/18/2022,28205,229.92,0,,CENTRELLA,P7900B00010,,TRUE,Hill-Rom
MX1928281,2/25/2022,2/25/2022,28222,21.57,0,,PROGRESSA,P7500A000554,,TRUE,Hill-Rom
EE107246,5/14/2019,2/25/2022,28220,177.54,0,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
136772,1/23/2019,2/28/2022,28356,122.96,0,,AFFINITY 4,P3700E000010,,TRUE,Hill-Rom
091343,11/30/2016,2/28/2022,28357,816.72,816.72,,GYNNIE,1061,,TRUE,Stryker
064826,8/24/2018,3/2/2022,28368,8.33,9.58,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
064826,8/24/2018,3/2/2022,28368,105.98,121.88,,TOTALCARE,P1830ACAP,,TRUE,Hill-Rom
MX1928273,3/1/2021,3/3/2022,28373,289.9,0,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE91676,3/12/2021,3/7/2022,28376,116.11,133.53,,INTOUCH,2141,,TRUE,Stryker
106351,11/17/2016,3/9/2022,28379,561.31,612.18,,CUB,FL19H,,TRUE,Stryker
EE107290,5/14/2019,3/9/2022,28380,962.32,0,,VERSACARE,P3200J000293,1/18/2011,TRUE,Hill-Rom
119276,11/28/2016,3/10/2022,28392,97.63,112.27,,PRIME BIG WHEEL,1115,10/1/2013,TRUE,Stryker
MX1928280,10/22/2019,3/10/2022,28385,148.2,54.26,,PROGRESSA,P7500A000554,10/30/2018,TRUE,Hill-Rom
MX1928280,10/22/2019,3/10/2022,28385,444.26,510.9,,PROGRESSA,P7500A000554,10/30/2018,TRUE,Hill-Rom
EE114355,5/16/2019,3/11/2022,28400,1.23,0,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE96471,5/14/2019,3/11/2022,28401,49.78,0,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96471,5/14/2019,3/11/2022,28401,71.5,0,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE91683,3/12/2021,3/11/2022,28399,75.64,86.99,,INTOUCH,2141,,TRUE,Stryker
EE96471,5/14/2019,3/11/2022,28401,76.3,0,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE114355,5/16/2019,3/11/2022,28400,149.98,172.48,,ZOOM,1125,4/1/2012,TRUE,Stryker
041664,11/16/2016,3/16/2022,28416,2.54,2.92,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
85291,10/23/2019,3/16/2022,28413,5.2,5.98,,M-SERIES,1015,10/1/2007,TRUE,Stryker
85291,10/23/2019,3/16/2022,28413,39.25,45.14,,M-SERIES,1015,10/1/2007,TRUE,Stryker
EE94488,3/12/2021,3/16/2022,28418,72.34,83.19,,INTOUCH,2141,,TRUE,Stryker
MX1716343,9/18/2019,3/21/2022,28423,145.37,167.18,,PROGRESSA,P7500A000936,9/2/2016,TRUE,Hill-Rom
EE77042,3/11/2021,3/23/2022,28439,313,313,,S3,3005,,TRUE,Stryker
EE183319,1/6/2021,3/24/2022,28444,28.38,28.38,,CENTRELLA,P7900,4/18/2020,TRUE,Hill-Rom
MX1645491,5/14/2019,3/28/2022,28460,49.17,56.55,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1645491,5/14/2019,3/28/2022,28460,74.8,72.62,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1928273,3/1/2021,3/28/2022,28461,148.2,54.26,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1649240,5/13/2019,3/28/2022,28458,517.75,517.75,,VERSACARE,P3200K000122,,TRUE,Hill-Rom
EE94487,3/11/2021,3/30/2022,28489,74.8,86.02,,INTOUCH,2141,,TRUE,Stryker
MX1928275,8/12/2019,3/31/2022,28537,3.26,3.75,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928275,8/12/2019,3/31/2022,28537,3.56,3.56,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE114356,7/9/2019,3/31/2022,28538,12.08,12.08,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114355,5/16/2019,3/31/2022,28540,41.28,41.28,,ZOOM,1125,4/1/2012,TRUE,Stryker
MX1928275,8/12/2019,3/31/2022,28537,148.2,54.26,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
EE114355,5/16/2019,3/31/2022,28540,339.22,339.22,,ZOOM,1125,4/1/2012,TRUE,Stryker
106350,11/16/2016,4/1/2022,28549,2.52,2.9,,CUB,FL19H,,TRUE,Stryker
MX1815517,5/13/2019,4/6/2022,28559,4.01,4.01,,VERSACARE,P3200K000122,4/4/2018,TRUE,Hill-Rom
MX1815517,5/13/2019,4/6/2022,28559,37.4,36.31,,VERSACARE,P3200K000122,4/4/2018,TRUE,Hill-Rom
130535,8/24/2018,4/11/2022,28586,270.15,310.67,,PROGRESSA,P7500A,9/21/2017,TRUE,Hill-Rom
130535,8/24/2018,4/11/2022,28586,509.11,585.48,,PROGRESSA,P7500A,9/21/2017,TRUE,Hill-Rom
00963B,11/16/2016,4/14/2022,28603,56.49,64.96,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
EE151700,6/23/2017,4/19/2022,28615,17.68,17.68,,PROGRESSA,P7500,9/9/2015,TRUE,Hill-Rom
EE45817,10/22/2015,4/19/2022,28618,23.38,0,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE151700,6/23/2017,4/19/2022,28615,36.44,41.91,,PROGRESSA,P7500,9/9/2015,TRUE,Hill-Rom
EE45817,10/22/2015,4/19/2022,28618,105.98,0,,PROGRESSA,P7500A000131,,TRUE,Hill-Rom
EE97511,3/13/2021,4/19/2022,28616,351.33,404.03,,S3,3005,11/1/2015,TRUE,Stryker
EE151700,6/23/2017,4/19/2022,28615,1346.8,1548.82,,PROGRESSA,P7500,9/9/2015,TRUE,Hill-Rom
MX1929429,5/13/2019,4/22/2022,28644,152.6,152.6,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX2051290,12/4/2020,4/22/2022,28643,240.49,276.56,,CENTRELLA,P7900B100242,12/10/2019,TRUE,Hill-Rom
MX2051290,12/4/2020,4/22/2022,28643,272.94,272.94,,CENTRELLA,P7900B100242,12/10/2019,TRUE,Hill-Rom
EE45815,10/22/2015,4/26/2022,28658,7.53,7.53,,PROGRESSA,P7500A0001315,,TRUE,Hill-Rom
EE45815,10/22/2015,4/26/2022,28658,23.02,26.47,,PROGRESSA,P7500A0001315,,TRUE,Hill-Rom
EE45815,10/22/2015,4/26/2022,28658,48.9,56.24,,PROGRESSA,P7500A0001315,,TRUE,Hill-Rom
130966,10/21/2019,5/4/2022,28835,210.26,241.8,,ENTERPRISE,9800,10/1/2014,TRUE,Arjo Inc
8038,5/18/2016,5/11/2022,28906,84.13,96.75,,UCXTBED,UCXTBED,,TRUE,Joerns
EE57738,5/11/2022,5/11/2022,29050,389.56,389.56,664-P25414,BARI 10A,BARI10A,,TRUE,Joerns
EE94487,3/11/2021,5/17/2022,29062,105.7,121.56,,INTOUCH,2141,,TRUE,Stryker
MX2051282,12/4/2020,5/18/2022,29070,22.65,26.05,,CENTRELLA,P7900B100242,12/6/2019,TRUE,Hill-Rom
MX1928282,6/4/2020,5/18/2022,29072,22.65,26.05,,PROGRESSA,P7500A000554,10/4/2018,TRUE,Hill-Rom
MX1928268,10/27/2021,5/18/2022,29071,46.65,53.65,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928282,6/4/2020,5/18/2022,29072,46.65,53.65,,PROGRESSA,P7500A000554,10/4/2018,TRUE,Hill-Rom
MX1822676,5/13/2019,5/18/2022,29073,49.17,56.55,,VERSACARE,P3200K000122,4/4/2018,TRUE,Hill-Rom
MX1928276,7/30/2019,5/18/2022,29068,148.2,54.26,,PROGRESSA,P7500A000554,10/5/2018,TRUE,Hill-Rom
MX1928282,6/4/2020,5/18/2022,29072,148.2,54.26,,PROGRESSA,P7500A000554,10/4/2018,TRUE,Hill-Rom
EE123652,7/10/2019,5/18/2022,29069,149.98,172.48,,ZOOM,1125,11/1/2013,TRUE,Stryker
MX1645495,5/13/2019,5/18/2022,29075,177.54,177.54,,VERSACARE,P3200,9/21/2017,TRUE,Hill-Rom
EE123656,10/2/2019,5/18/2022,29064,207.33,207.33,,ZOOM,1125,11/1/2013,TRUE,Stryker
125455,11/2/2016,5/20/2022,29093,2.4,2.76,,RENAISSANCE,1711,12/1/1998,TRUE,Stryker
131021,10/22/2019,5/20/2022,29092,353.37,406.38,,ENTERPRISE,9800,11/1/2014,TRUE,Arjo Inc
EE94482,3/13/2021,5/24/2022,29108,75,86.25,,INTOUCH,2141,,TRUE,Stryker
MX1983882,5/14/2020,5/25/2022,29115,30,53,,VERSACARE,P3200H000293,8/26/2009,TRUE,Hill-Rom
MX1983882,5/14/2020,5/25/2022,29115,148.2,54.26,,VERSACARE,P3200H000293,8/26/2009,TRUE,Hill-Rom
MX1929429,5/13/2019,5/27/2022,29146,4.01,4.01,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
MX1929429,5/13/2019,5/27/2022,29146,76.3,76.3,,VERSACARE,P3200K000122,9/21/2017,TRUE,Hill-Rom
EE96484,5/14/2019,5/27/2022,29149,107.19,107.19,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE96484,5/14/2019,5/27/2022,29149,148.2,54.26,,VERSACARE,P3200H000293,8/27/2009,TRUE,Hill-Rom
EE94486,3/13/2021,6/3/2022,29498,116.11,133.53,,INTOUCH,2141,,TRUE,Stryker
EE94486,3/13/2021,6/3/2022,29498,978.54,978.54,,INTOUCH,2141,,TRUE,Stryker
EE65705,11/23/2020,6/14/2022,29521,64.68,74.38,,CENTRELLA,P7900B100223,9/30/2020,TRUE,Hill-Rom
EE114355,5/16/2019,6/16/2022,30533,12.08,12.08,,ZOOM,1125,4/1/2012,TRUE,Stryker
EE114355,5/16/2019,6/16/2022,30533,32.2,32.2,,ZOOM,1125,4/1/2012,TRUE,Stryker
MX2054799,12/4/2020,6/16/2022,30531,79.98,91.98,,CENTRELLA,P7900,,TRUE,Hill-Rom
MX2054836,12/4/2020,6/16/2022,30527,148.2,54.26,,CENTRELLA,P7900,12/10/2019,TRUE,Hill-Rom
EE114355,5/16/2019,6/16/2022,30533,207.33,207.33,,ZOOM,1125,4/1/2012,TRUE,Stryker
MX2054799,12/4/2020,6/16/2022,30531,230.42,230.42,,CENTRELLA,P7900,,TRUE,Hill-Rom
MX2054799,12/4/2020,6/16/2022,30531,359.8,359.8,,CENTRELLA,P7900,,TRUE,Hill-Rom
